Survey_Id,Year,Sex,Hispanic_Origin,County_FIPS,Geography,White,Black,Indian,Asian,Pacific Islander
est72010,7/1/2010,Both Sexes,Hispanic,51121,"Montgomery County, Virginia",2274,188,133,97,21
est72010,7/1/2010,Both Sexes,Not Hispanic,51121,"Montgomery County, Virginia",82798,4258,530,6069,118
est72010,7/1/2010,Both Sexes,Total,51121,"Montgomery County, Virginia",85072,4446,663,6166,139
est72010,7/1/2010,Female,Hispanic,51125,"Nelson County, Virginia",166,30,8,6,2
est72010,7/1/2010,Female,Not Hispanic,51125,"Nelson County, Virginia",6398,1092,53,60,6
est72010,7/1/2010,Female,Total,51125,"Nelson County, Virginia",6564,1122,61,66,8
est72010,7/1/2010,Male,Hispanic,51125,"Nelson County, Virginia",227,41,16,4,1
est72010,7/1/2010,Male,Not Hispanic,51125,"Nelson County, Virginia",6065,948,53,34,6
est72010,7/1/2010,Male,Total,51125,"Nelson County, Virginia",6292,989,69,38,7
est72010,7/1/2010,Both Sexes,Hispanic,51125,"Nelson County, Virginia",393,71,24,10,3
est72010,7/1/2010,Both Sexes,Not Hispanic,51125,"Nelson County, Virginia",12463,2040,106,94,12
est72010,7/1/2010,Both Sexes,Total,51125,"Nelson County, Virginia",12856,2111,130,104,15
est72010,7/1/2010,Female,Hispanic,51127,"New Kent County, Virginia",156,15,12,0,1
est72010,7/1/2010,Female,Not Hispanic,51127,"New Kent County, Virginia",7581,1239,167,153,14
est72010,7/1/2010,Female,Total,51127,"New Kent County, Virginia",7737,1254,179,153,15
est72010,7/1/2010,Male,Hispanic,51127,"New Kent County, Virginia",196,16,14,7,0
est72010,7/1/2010,Male,Not Hispanic,51127,"New Kent County, Virginia",7680,1424,174,114,8
est72010,7/1/2010,Male,Total,51127,"New Kent County, Virginia",7876,1440,188,121,8
est72010,7/1/2010,Both Sexes,Hispanic,51127,"New Kent County, Virginia",352,31,26,7,1
est72010,7/1/2010,Both Sexes,Not Hispanic,51127,"New Kent County, Virginia",15261,2663,341,267,22
est72010,7/1/2010,Both Sexes,Total,51127,"New Kent County, Virginia",15613,2694,367,274,23
est72010,7/1/2010,Female,Hispanic,51131,"Northampton County, Virginia",330,23,1,3,7
est72010,7/1/2010,Female,Not Hispanic,51131,"Northampton County, Virginia",3560,2530,33,57,8
est72010,7/1/2010,Female,Total,51131,"Northampton County, Virginia",3890,2553,34,60,15
est72010,7/1/2010,Male,Hispanic,51131,"Northampton County, Virginia",483,39,6,4,16
est72010,7/1/2010,Male,Not Hispanic,51131,"Northampton County, Virginia",3335,2053,36,51,2
est72010,7/1/2010,Male,Total,51131,"Northampton County, Virginia",3818,2092,42,55,18
est72010,7/1/2010,Both Sexes,Hispanic,51131,"Northampton County, Virginia",813,62,7,7,23
est72010,7/1/2010,Both Sexes,Not Hispanic,51131,"Northampton County, Virginia",6895,4583,69,108,10
est72010,7/1/2010,Both Sexes,Total,51131,"Northampton County, Virginia",7708,4645,76,115,33
est72010,7/1/2010,Female,Hispanic,51133,"Northumberland County, Virginia",149,12,1,2,3
est72010,7/1/2010,Female,Not Hispanic,51133,"Northumberland County, Virginia",4480,1692,41,32,4
est72010,7/1/2010,Female,Total,51133,"Northumberland County, Virginia",4629,1704,42,34,7
est72010,7/1/2010,Male,Hispanic,51133,"Northumberland County, Virginia",201,18,2,0,7
est72010,7/1/2010,Male,Not Hispanic,51133,"Northumberland County, Virginia",4306,1492,37,23,2
est72010,7/1/2010,Male,Total,51133,"Northumberland County, Virginia",4507,1510,39,23,9
est72010,7/1/2010,Both Sexes,Hispanic,51133,"Northumberland County, Virginia",350,30,3,2,10
est72010,7/1/2010,Both Sexes,Not Hispanic,51133,"Northumberland County, Virginia",8786,3184,78,55,6
est72010,7/1/2010,Both Sexes,Total,51133,"Northumberland County, Virginia",9136,3214,81,57,16
est72010,7/1/2010,Female,Hispanic,51135,"Nottoway County, Virginia",169,56,25,2,2
est72010,7/1/2010,Female,Not Hispanic,51135,"Nottoway County, Virginia",4402,2822,57,41,5
est72010,7/1/2010,Female,Total,51135,"Nottoway County, Virginia",4571,2878,82,43,7
est72010,7/1/2010,Male,Hispanic,51135,"Nottoway County, Virginia",270,61,29,0,10
est72010,7/1/2010,Male,Not Hispanic,51135,"Nottoway County, Virginia",4536,3437,41,41,4
est72010,7/1/2010,Male,Total,51135,"Nottoway County, Virginia",4806,3498,70,41,14
est72010,7/1/2010,Both Sexes,Hispanic,51135,"Nottoway County, Virginia",439,117,54,2,12
est72010,7/1/2010,Both Sexes,Not Hispanic,51135,"Nottoway County, Virginia",8938,6259,98,82,9
est72010,7/1/2010,Both Sexes,Total,51135,"Nottoway County, Virginia",9377,6376,152,84,21
est72010,7/1/2010,Female,Hispanic,51137,"Orange County, Virginia",465,56,15,5,5
est72010,7/1/2010,Female,Not Hispanic,51137,"Orange County, Virginia",14225,2339,146,248,34
est72010,7/1/2010,Female,Total,51137,"Orange County, Virginia",14690,2395,161,253,39
est72010,7/1/2010,Male,Hispanic,51137,"Orange County, Virginia",536,69,19,9,9
est72010,7/1/2010,Male,Not Hispanic,51137,"Orange County, Virginia",13566,2299,131,178,16
est72010,7/1/2010,Male,Total,51137,"Orange County, Virginia",14102,2368,150,187,25
est72010,7/1/2010,Both Sexes,Hispanic,51137,"Orange County, Virginia",1001,125,34,14,14
est72010,7/1/2010,Both Sexes,Not Hispanic,51137,"Orange County, Virginia",27791,4638,277,426,50
est72010,7/1/2010,Both Sexes,Total,51137,"Orange County, Virginia",28792,4763,311,440,64
est72010,7/1/2010,Female,Hispanic,51139,"Page County, Virginia",156,11,7,1,0
est72010,7/1/2010,Female,Not Hispanic,51139,"Page County, Virginia",11772,263,61,79,10
est72010,7/1/2010,Female,Total,51139,"Page County, Virginia",11928,274,68,80,10
est72010,7/1/2010,Male,Hispanic,51139,"Page County, Virginia",183,15,11,2,1
est72010,7/1/2010,Male,Not Hispanic,51139,"Page County, Virginia",11315,313,60,49,8
est72010,7/1/2010,Male,Total,51139,"Page County, Virginia",11498,328,71,51,9
est72010,7/1/2010,Both Sexes,Hispanic,51139,"Page County, Virginia",339,26,18,3,1
est72010,7/1/2010,Both Sexes,Not Hispanic,51139,"Page County, Virginia",23087,576,121,128,18
est72010,7/1/2010,Both Sexes,Total,51139,"Page County, Virginia",23426,602,139,131,19
est72010,7/1/2010,Female,Hispanic,51141,"Patrick County, Virginia",193,7,7,0,3
est72010,7/1/2010,Female,Not Hispanic,51141,"Patrick County, Virginia",8578,596,55,44,3
est72010,7/1/2010,Female,Total,51141,"Patrick County, Virginia",8771,603,62,44,6
est72010,7/1/2010,Male,Hispanic,51141,"Patrick County, Virginia",212,4,15,0,4
est72010,7/1/2010,Male,Not Hispanic,51141,"Patrick County, Virginia",8260,586,48,34,4
est72010,7/1/2010,Male,Total,51141,"Patrick County, Virginia",8472,590,63,34,8
est72010,7/1/2010,Both Sexes,Hispanic,51141,"Patrick County, Virginia",405,11,22,0,7
est72010,7/1/2010,Both Sexes,Not Hispanic,51141,"Patrick County, Virginia",16838,1182,103,78,7
est72010,7/1/2010,Both Sexes,Total,51141,"Patrick County, Virginia",17243,1193,125,78,14
est72010,7/1/2010,Female,Hispanic,51143,"Pittsylvania County, Virginia",510,70,28,6,0
est72010,7/1/2010,Female,Not Hispanic,51143,"Pittsylvania County, Virginia",24232,7410,154,159,22
est72010,7/1/2010,Female,Total,51143,"Pittsylvania County, Virginia",24742,7480,182,165,22
est72010,7/1/2010,Male,Hispanic,51143,"Pittsylvania County, Virginia",733,61,33,14,5
est72010,7/1/2010,Male,Not Hispanic,51143,"Pittsylvania County, Virginia",23551,6978,169,129,21
est72010,7/1/2010,Male,Total,51143,"Pittsylvania County, Virginia",24284,7039,202,143,26
est72010,7/1/2010,Both Sexes,Hispanic,51143,"Pittsylvania County, Virginia",1243,131,61,20,5
est72010,7/1/2010,Both Sexes,Not Hispanic,51143,"Pittsylvania County, Virginia",47783,14388,323,288,43
est72010,7/1/2010,Both Sexes,Total,51143,"Pittsylvania County, Virginia",49026,14519,384,308,48
est72010,7/1/2010,Female,Hispanic,51145,"Powhatan County, Virginia",201,32,13,2,0
est72010,7/1/2010,Female,Not Hispanic,51145,"Powhatan County, Virginia",11432,1256,74,107,14
est72010,7/1/2010,Female,Total,51145,"Powhatan County, Virginia",11633,1288,87,109,14
est72010,7/1/2010,Male,Hispanic,51145,"Powhatan County, Virginia",257,28,3,3,0
est72010,7/1/2010,Male,Not Hispanic,51145,"Powhatan County, Virginia",12133,2699,91,78,12
est72010,7/1/2010,Male,Total,51145,"Powhatan County, Virginia",12390,2727,94,81,12
est72010,7/1/2010,Both Sexes,Hispanic,51145,"Powhatan County, Virginia",458,60,16,5,0
est72010,7/1/2010,Both Sexes,Not Hispanic,51145,"Powhatan County, Virginia",23565,3955,165,185,26
est72010,7/1/2010,Both Sexes,Total,51145,"Powhatan County, Virginia",24023,4015,181,190,26
est72010,7/1/2010,Female,Hispanic,51147,"Prince Edward County, Virginia",179,58,8,0,0
est72010,7/1/2010,Female,Not Hispanic,51147,"Prince Edward County, Virginia",7373,4104,77,165,19
est72010,7/1/2010,Female,Total,51147,"Prince Edward County, Virginia",7552,4162,85,165,19
est72010,7/1/2010,Male,Hispanic,51147,"Prince Edward County, Virginia",237,60,17,7,2
est72010,7/1/2010,Male,Not Hispanic,51147,"Prince Edward County, Virginia",7421,3792,72,117,7
est72010,7/1/2010,Male,Total,51147,"Prince Edward County, Virginia",7658,3852,89,124,9
est72010,7/1/2010,Both Sexes,Hispanic,51147,"Prince Edward County, Virginia",416,118,25,7,2
est72010,7/1/2010,Both Sexes,Not Hispanic,51147,"Prince Edward County, Virginia",14794,7896,149,282,26
est72010,7/1/2010,Both Sexes,Total,51147,"Prince Edward County, Virginia",15210,8014,174,289,28
est72010,7/1/2010,Female,Hispanic,51149,"Prince George County, Virginia",659,230,27,29,7
est72010,7/1/2010,Female,Not Hispanic,51149,"Prince George County, Virginia",10347,4703,165,431,94
est72010,7/1/2010,Female,Total,51149,"Prince George County, Virginia",11006,4933,192,460,101
est72010,7/1/2010,Male,Hispanic,51149,"Prince George County, Virginia",884,279,38,28,12
est72010,7/1/2010,Male,Not Hispanic,51149,"Prince George County, Virginia",11104,6931,243,310,81
est72010,7/1/2010,Male,Total,51149,"Prince George County, Virginia",11988,7210,281,338,93
est72010,7/1/2010,Both Sexes,Hispanic,51149,"Prince George County, Virginia",1543,509,65,57,19
est72010,7/1/2010,Both Sexes,Not Hispanic,51149,"Prince George County, Virginia",21451,11634,408,741,175
est72010,7/1/2010,Both Sexes,Total,51149,"Prince George County, Virginia",22994,12143,473,798,194
est72010,7/1/2010,Female,Hispanic,51153,"Prince William County, Virginia",34756,3558,2297,726,224
est72010,7/1/2010,Female,Not Hispanic,51153,"Prince William County, Virginia",105067,44981,2052,19411,557
est72010,7/1/2010,Female,Total,51153,"Prince William County, Virginia",139823,48539,4349,20137,781
est72010,7/1/2010,Male,Hispanic,51153,"Prince William County, Virginia",37388,3362,2546,751,295
est72010,7/1/2010,Male,Not Hispanic,51153,"Prince William County, Virginia",104680,41902,1802,17281,478
est72010,7/1/2010,Male,Total,51153,"Prince William County, Virginia",142068,45264,4348,18032,773
est72010,7/1/2010,Both Sexes,Hispanic,51153,"Prince William County, Virginia",72144,6920,4843,1477,519
est72010,7/1/2010,Both Sexes,Not Hispanic,51153,"Prince William County, Virginia",209747,86883,3854,36692,1035
est72010,7/1/2010,Both Sexes,Total,51153,"Prince William County, Virginia",281891,93803,8697,38169,1554
est72010,7/1/2010,Female,Hispanic,51155,"Pulaski County, Virginia",183,23,7,0,0
est72010,7/1/2010,Female,Not Hispanic,51155,"Pulaski County, Virginia",16427,982,98,124,11
est72010,7/1/2010,Female,Total,51155,"Pulaski County, Virginia",16610,1005,105,124,11
est72010,7/1/2010,Male,Hispanic,51155,"Pulaski County, Virginia",232,12,3,4,1
est72010,7/1/2010,Male,Not Hispanic,51155,"Pulaski County, Virginia",15935,1045,95,120,11
est72010,7/1/2010,Male,Total,51155,"Pulaski County, Virginia",16167,1057,98,124,12
est72010,7/1/2010,Both Sexes,Hispanic,51155,"Pulaski County, Virginia",415,35,10,4,1
est72010,7/1/2010,Both Sexes,Not Hispanic,51155,"Pulaski County, Virginia",32362,2027,193,244,22
est72010,7/1/2010,Both Sexes,Total,51155,"Pulaski County, Virginia",32777,2062,203,248,23
est72010,7/1/2010,Female,Hispanic,51157,"Rappahannock County, Virginia",115,4,4,0,0
est72010,7/1/2010,Female,Not Hispanic,51157,"Rappahannock County, Virginia",3426,185,31,32,5
est72010,7/1/2010,Female,Total,51157,"Rappahannock County, Virginia",3541,189,35,32,5
est72010,7/1/2010,Male,Hispanic,51157,"Rappahannock County, Virginia",111,4,2,0,0
est72010,7/1/2010,Male,Not Hispanic,51157,"Rappahannock County, Virginia",3442,211,23,28,3
est72010,7/1/2010,Male,Total,51157,"Rappahannock County, Virginia",3553,215,25,28,3
est72010,7/1/2010,Both Sexes,Hispanic,51157,"Rappahannock County, Virginia",226,8,6,0,0
est72010,7/1/2010,Both Sexes,Not Hispanic,51157,"Rappahannock County, Virginia",6868,396,54,60,8
est72010,7/1/2010,Both Sexes,Total,51157,"Rappahannock County, Virginia",7094,404,60,60,8
est72010,7/1/2010,Female,Hispanic,51159,"Richmond County, Virginia",168,9,5,1,0
est72010,7/1/2010,Female,Not Hispanic,51159,"Richmond County, Virginia",2860,992,36,26,4
est72010,7/1/2010,Female,Total,51159,"Richmond County, Virginia",3028,1001,41,27,4
est72010,7/1/2010,Male,Hispanic,51159,"Richmond County, Virginia",311,12,8,1,0
est72010,7/1/2010,Male,Not Hispanic,51159,"Richmond County, Virginia",3030,1889,34,32,3
est72010,7/1/2010,Male,Total,51159,"Richmond County, Virginia",3341,1901,42,33,3
est72010,7/1/2010,Both Sexes,Hispanic,51159,"Richmond County, Virginia",479,21,13,2,0
est72010,7/1/2010,Both Sexes,Not Hispanic,51159,"Richmond County, Virginia",5890,2881,70,58,7
est72010,7/1/2010,Both Sexes,Total,51159,"Richmond County, Virginia",6369,2902,83,60,7
est72010,7/1/2010,Female,Hispanic,51161,"Roanoke County, Virginia",906,79,22,22,1
est72010,7/1/2010,Female,Not Hispanic,51161,"Roanoke County, Virginia",43479,2736,236,1518,50
est72010,7/1/2010,Female,Total,51161,"Roanoke County, Virginia",44385,2815,258,1540,51
est72010,7/1/2010,Male,Hispanic,51161,"Roanoke County, Virginia",906,84,38,9,4
est72010,7/1/2010,Male,Not Hispanic,51161,"Roanoke County, Virginia",39537,2521,231,1355,28
est72010,7/1/2010,Male,Total,51161,"Roanoke County, Virginia",40443,2605,269,1364,32
est72010,7/1/2010,Both Sexes,Hispanic,51161,"Roanoke County, Virginia",1812,163,60,31,5
est72010,7/1/2010,Both Sexes,Not Hispanic,51161,"Roanoke County, Virginia",83016,5257,467,2873,78
est72010,7/1/2010,Both Sexes,Total,51161,"Roanoke County, Virginia",84828,5420,527,2904,83
est72010,7/1/2010,Female,Hispanic,51163,"Rockbridge County, Virginia",144,9,10,0,0
est72010,7/1/2010,Female,Not Hispanic,51163,"Rockbridge County, Virginia",10739,353,115,85,7
est72010,7/1/2010,Female,Total,51163,"Rockbridge County, Virginia",10883,362,125,85,7
est72010,7/1/2010,Male,Hispanic,51163,"Rockbridge County, Virginia",129,15,7,1,0
est72010,7/1/2010,Male,Not Hispanic,51163,"Rockbridge County, Virginia",10490,357,122,68,6
est72010,7/1/2010,Male,Total,51163,"Rockbridge County, Virginia",10619,372,129,69,6
est72010,7/1/2010,Both Sexes,Hispanic,51163,"Rockbridge County, Virginia",273,24,17,1,0
est72010,7/1/2010,Both Sexes,Not Hispanic,51163,"Rockbridge County, Virginia",21229,710,237,153,13
est72010,7/1/2010,Both Sexes,Total,51163,"Rockbridge County, Virginia",21502,734,254,154,13
est72010,7/1/2010,Female,Hispanic,51165,"Rockingham County, Virginia",1720,93,216,13,6
est72010,7/1/2010,Female,Not Hispanic,51165,"Rockingham County, Virginia",36088,712,180,346,16
est72010,7/1/2010,Female,Total,51165,"Rockingham County, Virginia",37808,805,396,359,22
est72010,7/1/2010,Male,Hispanic,51165,"Rockingham County, Virginia",1882,98,232,13,14
est72010,7/1/2010,Male,Not Hispanic,51165,"Rockingham County, Virginia",34348,903,184,267,11
est72010,7/1/2010,Male,Total,51165,"Rockingham County, Virginia",36230,1001,416,280,25
est72010,7/1/2010,Both Sexes,Hispanic,51165,"Rockingham County, Virginia",3602,191,448,26,20
est72010,7/1/2010,Both Sexes,Not Hispanic,51165,"Rockingham County, Virginia",70436,1615,364,613,27
est72010,7/1/2010,Both Sexes,Total,51165,"Rockingham County, Virginia",74038,1806,812,639,47
est72010,7/1/2010,Female,Hispanic,51167,"Russell County, Virginia",118,11,16,1,0
est72010,7/1/2010,Female,Not Hispanic,51167,"Russell County, Virginia",14428,135,62,36,2
est72010,7/1/2010,Female,Total,51167,"Russell County, Virginia",14546,146,78,37,2
est72010,7/1/2010,Male,Hispanic,51167,"Russell County, Virginia",144,9,14,0,0
est72010,7/1/2010,Male,Not Hispanic,51167,"Russell County, Virginia",13803,152,48,47,1
est72010,7/1/2010,Male,Total,51167,"Russell County, Virginia",13947,161,62,47,1
est72010,7/1/2010,Both Sexes,Hispanic,51167,"Russell County, Virginia",262,20,30,1,0
est72010,7/1/2010,Both Sexes,Not Hispanic,51167,"Russell County, Virginia",28231,287,110,83,3
est72010,7/1/2010,Both Sexes,Total,51167,"Russell County, Virginia",28493,307,140,84,3
est72010,7/1/2010,Female,Hispanic,51169,"Scott County, Virginia",88,2,2,3,9
est72010,7/1/2010,Female,Not Hispanic,51169,"Scott County, Virginia",11459,92,54,36,1
est72010,7/1/2010,Female,Total,51169,"Scott County, Virginia",11547,94,56,39,10
est72010,7/1/2010,Male,Hispanic,51169,"Scott County, Virginia",131,1,3,0,8
est72010,7/1/2010,Male,Not Hispanic,51169,"Scott County, Virginia",11192,102,56,25,0
est72010,7/1/2010,Male,Total,51169,"Scott County, Virginia",11323,103,59,25,8
est72010,7/1/2010,Both Sexes,Hispanic,51169,"Scott County, Virginia",219,3,5,3,17
est72010,7/1/2010,Both Sexes,Not Hispanic,51169,"Scott County, Virginia",22651,194,110,61,1
est72010,7/1/2010,Both Sexes,Total,51169,"Scott County, Virginia",22870,197,115,64,18
est72010,7/1/2010,Female,Hispanic,51171,"Shenandoah County, Virginia",1113,51,58,16,4
est72010,7/1/2010,Female,Not Hispanic,51171,"Shenandoah County, Virginia",19790,471,132,168,11
est72010,7/1/2010,Female,Total,51171,"Shenandoah County, Virginia",20903,522,190,184,15
est72010,7/1/2010,Male,Hispanic,51171,"Shenandoah County, Virginia",1286,68,61,11,7
est72010,7/1/2010,Male,Not Hispanic,51171,"Shenandoah County, Virginia",18626,504,134,122,9
est72010,7/1/2010,Male,Total,51171,"Shenandoah County, Virginia",19912,572,195,133,16
est72010,7/1/2010,Both Sexes,Hispanic,51171,"Shenandoah County, Virginia",2399,119,119,27,11
est72010,7/1/2010,Both Sexes,Not Hispanic,51171,"Shenandoah County, Virginia",38416,975,266,290,20
est72010,7/1/2010,Both Sexes,Total,51171,"Shenandoah County, Virginia",40815,1094,385,317,31
est72010,7/1/2010,Female,Hispanic,51173,"Smyth County, Virginia",243,19,6,1,0
est72010,7/1/2010,Female,Not Hispanic,51173,"Smyth County, Virginia",15834,379,86,73,7
est72010,7/1/2010,Female,Total,51173,"Smyth County, Virginia",16077,398,92,74,7
est72010,7/1/2010,Male,Hispanic,51173,"Smyth County, Virginia",261,20,8,2,4
est72010,7/1/2010,Male,Not Hispanic,51173,"Smyth County, Virginia",15038,385,69,50,2
est72010,7/1/2010,Male,Total,51173,"Smyth County, Virginia",15299,405,77,52,6
est72010,7/1/2010,Both Sexes,Hispanic,51173,"Smyth County, Virginia",504,39,14,3,4
est72010,7/1/2010,Both Sexes,Not Hispanic,51173,"Smyth County, Virginia",30872,764,155,123,9
est72010,7/1/2010,Both Sexes,Total,51173,"Smyth County, Virginia",31376,803,169,126,13
est72010,7/1/2010,Female,Hispanic,51175,"Southampton County, Virginia",70,30,12,3,1
est72010,7/1/2010,Female,Not Hispanic,51175,"Southampton County, Virginia",5480,3310,69,46,5
est72010,7/1/2010,Female,Total,51175,"Southampton County, Virginia",5550,3340,81,49,6
est72010,7/1/2010,Male,Hispanic,51175,"Southampton County, Virginia",75,17,16,1,0
est72010,7/1/2010,Male,Not Hispanic,51175,"Southampton County, Virginia",5895,3750,67,38,6
est72010,7/1/2010,Male,Total,51175,"Southampton County, Virginia",5970,3767,83,39,6
est72010,7/1/2010,Both Sexes,Hispanic,51175,"Southampton County, Virginia",145,47,28,4,1
est72010,7/1/2010,Both Sexes,Not Hispanic,51175,"Southampton County, Virginia",11375,7060,136,84,11
est72010,7/1/2010,Both Sexes,Total,51175,"Southampton County, Virginia",11520,7107,164,88,12
est72010,7/1/2010,Female,Hispanic,51177,"Spotsylvania County, Virginia",4095,502,163,90,31
est72010,7/1/2010,Female,Not Hispanic,51177,"Spotsylvania County, Virginia",46604,10404,549,2089,135
est72010,7/1/2010,Female,Total,51177,"Spotsylvania County, Virginia",50699,10906,712,2179,166
est72010,7/1/2010,Male,Hispanic,51177,"Spotsylvania County, Virginia",4156,494,152,81,20
est72010,7/1/2010,Male,Not Hispanic,51177,"Spotsylvania County, Virginia",44795,9959,511,1777,144
est72010,7/1/2010,Male,Total,51177,"Spotsylvania County, Virginia",48951,10453,663,1858,164
est72010,7/1/2010,Both Sexes,Hispanic,51177,"Spotsylvania County, Virginia",8251,996,315,171,51
est72010,7/1/2010,Both Sexes,Not Hispanic,51177,"Spotsylvania County, Virginia",91399,20363,1060,3866,279
est72010,7/1/2010,Both Sexes,Total,51177,"Spotsylvania County, Virginia",99650,21359,1375,4037,330
est72010,7/1/2010,Female,Hispanic,51179,"Stafford County, Virginia",5213,747,253,133,44
est72010,7/1/2010,Female,Not Hispanic,51179,"Stafford County, Virginia",44927,11920,705,2949,170
est72010,7/1/2010,Female,Total,51179,"Stafford County, Virginia",50140,12667,958,3082,214
est72010,7/1/2010,Male,Hispanic,51179,"Stafford County, Virginia",5136,733,250,148,42
est72010,7/1/2010,Male,Not Hispanic,51179,"Stafford County, Virginia",46683,11706,625,2195,155
est72010,7/1/2010,Male,Total,51179,"Stafford County, Virginia",51819,12439,875,2343,197
est72010,7/1/2010,Both Sexes,Hispanic,51179,"Stafford County, Virginia",10349,1480,503,281,86
est72010,7/1/2010,Both Sexes,Not Hispanic,51179,"Stafford County, Virginia",91610,23626,1330,5144,325
est72010,7/1/2010,Both Sexes,Total,51179,"Stafford County, Virginia",101959,25106,1833,5425,411
est72010,7/1/2010,Female,Hispanic,51181,"Surry County, Virginia",30,15,0,1,0
est72010,7/1/2010,Female,Not Hispanic,51181,"Surry County, Virginia",1796,1741,23,18,2
est72010,7/1/2010,Female,Total,51181,"Surry County, Virginia",1826,1756,23,19,2
est72010,7/1/2010,Male,Hispanic,51181,"Surry County, Virginia",31,14,7,0,1
est72010,7/1/2010,Male,Not Hispanic,51181,"Surry County, Virginia",1876,1541,33,16,1
est72010,7/1/2010,Male,Total,51181,"Surry County, Virginia",1907,1555,40,16,2
est72010,7/1/2010,Both Sexes,Hispanic,51181,"Surry County, Virginia",61,29,7,1,1
est72010,7/1/2010,Both Sexes,Not Hispanic,51181,"Surry County, Virginia",3672,3282,56,34,3
est72010,7/1/2010,Both Sexes,Total,51181,"Surry County, Virginia",3733,3311,63,35,4
est72010,7/1/2010,Female,Hispanic,51183,"Sussex County, Virginia",75,19,9,1,0
est72010,7/1/2010,Female,Not Hispanic,51183,"Sussex County, Virginia",2094,2783,20,26,1
est72010,7/1/2010,Female,Total,51183,"Sussex County, Virginia",2169,2802,29,27,1
est72010,7/1/2010,Male,Hispanic,51183,"Sussex County, Virginia",124,35,12,1,0
est72010,7/1/2010,Male,Not Hispanic,51183,"Sussex County, Virginia",2613,4229,28,34,1
est72010,7/1/2010,Male,Total,51183,"Sussex County, Virginia",2737,4264,40,35,1
est72010,7/1/2010,Both Sexes,Hispanic,51183,"Sussex County, Virginia",199,54,21,2,0
est72010,7/1/2010,Both Sexes,Not Hispanic,51183,"Sussex County, Virginia",4707,7012,48,60,2
est72010,7/1/2010,Both Sexes,Total,51183,"Sussex County, Virginia",4906,7066,69,62,2
est72010,7/1/2010,Female,Hispanic,51185,"Tazewell County, Virginia",103,7,4,2,0
est72010,7/1/2010,Female,Not Hispanic,51185,"Tazewell County, Virginia",21991,561,97,180,9
est72010,7/1/2010,Female,Total,51185,"Tazewell County, Virginia",22094,568,101,182,9
est72010,7/1/2010,Male,Hispanic,51185,"Tazewell County, Virginia",189,11,10,4,0
est72010,7/1/2010,Male,Not Hispanic,51185,"Tazewell County, Virginia",21066,1030,106,163,9
est72010,7/1/2010,Male,Total,51185,"Tazewell County, Virginia",21255,1041,116,167,9
est72010,7/1/2010,Both Sexes,Hispanic,51185,"Tazewell County, Virginia",292,18,14,6,0
est72010,7/1/2010,Both Sexes,Not Hispanic,51185,"Tazewell County, Virginia",43057,1591,203,343,18
est72010,7/1/2010,Both Sexes,Total,51185,"Tazewell County, Virginia",43349,1609,217,349,18
est72010,7/1/2010,Female,Hispanic,51187,"Warren County, Virginia",623,42,31,19,4
est72010,7/1/2010,Female,Not Hispanic,51187,"Warren County, Virginia",17070,999,165,276,18
est72010,7/1/2010,Female,Total,51187,"Warren County, Virginia",17693,1041,196,295,22
est72010,7/1/2010,Male,Hispanic,51187,"Warren County, Virginia",586,25,33,15,4
est72010,7/1/2010,Male,Not Hispanic,51187,"Warren County, Virginia",16876,1059,167,228,18
est72010,7/1/2010,Male,Total,51187,"Warren County, Virginia",17462,1084,200,243,22
est72010,7/1/2010,Both Sexes,Hispanic,51187,"Warren County, Virginia",1209,67,64,34,8
est72010,7/1/2010,Both Sexes,Not Hispanic,51187,"Warren County, Virginia",33946,2058,332,504,36
est72010,7/1/2010,Both Sexes,Total,51187,"Warren County, Virginia",35155,2125,396,538,44
est72010,7/1/2010,Female,Hispanic,51191,"Washington County, Virginia",265,7,8,2,3
est72010,7/1/2010,Female,Not Hispanic,51191,"Washington County, Virginia",27090,393,125,143,12
est72010,7/1/2010,Female,Total,51191,"Washington County, Virginia",27355,400,133,145,15
est72010,7/1/2010,Male,Hispanic,51191,"Washington County, Virginia",425,7,11,1,7
est72010,7/1/2010,Male,Not Hispanic,51191,"Washington County, Virginia",26128,449,114,119,6
est72010,7/1/2010,Male,Total,51191,"Washington County, Virginia",26553,456,125,120,13
est72010,7/1/2010,Both Sexes,Hispanic,51191,"Washington County, Virginia",690,14,19,3,10
est72010,7/1/2010,Both Sexes,Not Hispanic,51191,"Washington County, Virginia",53218,842,239,262,18
est72010,7/1/2010,Both Sexes,Total,51191,"Washington County, Virginia",53908,856,258,265,28
est72010,7/1/2010,Female,Hispanic,51193,"Westmoreland County, Virginia",356,30,25,4,1
est72010,7/1/2010,Female,Not Hispanic,51193,"Westmoreland County, Virginia",5879,2637,83,88,10
est72010,7/1/2010,Female,Total,51193,"Westmoreland County, Virginia",6235,2667,108,92,11
est72010,7/1/2010,Male,Hispanic,51193,"Westmoreland County, Virginia",532,59,45,10,2
est72010,7/1/2010,Male,Not Hispanic,51193,"Westmoreland County, Virginia",5549,2413,95,56,13
est72010,7/1/2010,Male,Total,51193,"Westmoreland County, Virginia",6081,2472,140,66,15
est72010,7/1/2010,Both Sexes,Hispanic,51193,"Westmoreland County, Virginia",888,89,70,14,3
est72010,7/1/2010,Both Sexes,Not Hispanic,51193,"Westmoreland County, Virginia",11428,5050,178,144,23
est72010,7/1/2010,Both Sexes,Total,51193,"Westmoreland County, Virginia",12316,5139,248,158,26
